,0,1,2,3,4,5,6
240,2369.0,Соловьев Илья Денисович,05-06-1986,Самсонова Виктория Степановна,11-08-1984,24-06-2019,237
241,6790.0,Егоров Максим Даниилович,16-08-1980,Иванова Алиса Тихоновна,22-06-1989,28-02-2019,238
242,5163.0,Калачев Всеволод Леонидович,28-04-1982,Иванова Алиса Тихоновна,06-02-1997,20-08-2022,238
243,8471.0,Королев Владимир Даниилович,22-11-1997,Мартынова Полина Ивановна,03-04-1982,21-12-2022,238
244,4226.0,Медведев Артём Ярославович,02-02-1980,Старостина Ульяна Даниэльевна,05-10-1981,03-03-2022,238
245,9082.0,Родионов Михаил Дмитриевич,10-05-1986,Крылова Елизавета Владиславовна,14-09-1998,02-09-2022,238
246,2627.0,Филатов Лука Андреевич,23-01-1980,Суворова Стефания Артёмовна,21-09-1984,25-11-2022,242
247,2514.0,Мельников Арсений Данилович,03-05-1980,Петровская Ева Егоровна,18-11-1982,21-09-2023,243
248,4008.0,Дубинин Мирон Егорович,01-11-1987,Богомолова Лидия Вячеславовна,30-06-1992,21-05-2023,244
249,3265.0,Филатов Лука Андреевич,02-03-1999,Григорьева Ксения Данииловна,30-11-1992,12-04-2022,244
250,1184.0,Ширяев Кирилл Ильич,26-04-1990,Попова Вера Ивановна,21-07-1983,19-11-2023,244
251,9482.0,Кузнецов Михаил Демидович,01-08-1986,Григорьева Ксения Данииловна,02-08-1986,14-05-2022,245
252,7905.0,Князев Марк Вадимович,07-04-1983,Пирогова Агата Ивановна,18-06-1992,20-09-2023,246
253,4313.0,Петров Матвей Юрьевич,12-09-1983,Петрова Юлия Никитична,20-01-1991,16-08-2021,247
254,5048.0,Ширяев Кирилл Ильич,31-03-1993,Тихомирова Ксения Львовна,09-06-1987,15-10-2018,247
255,7138.0,Петров Матвей Юрьевич,12-10-1990,Савельева София Мироновна,19-11-1980,19-08-2022,249
256,9017.0,Корчагин Даниил Борисович,09-08-1980,Лаврентьева Таисия Артёмовна,28-07-1984,01-02-2020,250
257,3419.0,Новиков Андрей Денисович,31-12-1983,Вавилова Маргарита Никитична,30-03-1984,25-04-2020,251
258,6371.0,Смирнов Матвей Максимович,27-06-1995,Лукина Арина Кирилловна,04-10-1983,20-07-2021,251
259,6503.0,Дмитриев Тимофей Михайлович,20-03-1984,Петровская Амира Тимофеевна,03-02-1998,07-09-2022,252
260,9013.0,Корнилов Олег Вадимович,11-10-1984,Хромова Варвара Леоновна,14-10-1983,17-10-2020,252
261,4122.0,Круглов Роман Максимович,15-07-1995,Самсонова Виктория Степановна,13-12-1999,04-03-2023,252
262,1325.0,Смирнов Степан Константинович,17-09-1993,Лаврентьева Таисия Артёмовна,31-05-1986,13-08-2023,254
263,9995.0,Давыдов Иван Матвеевич,02-10-1985,Бабушкина Амина Давидовна,05-03-1998,29-06-2019,255
264,3074.0,Егоров Максим Даниилович,02-08-1995,Вавилова Маргарита Никитична,30-01-1990,29-01-2020,256
265,2844.0,Смирнов Степан Константинович,06-10-1995,Иванова Дарья Сергеевна,17-02-1983,02-09-2023,257
266,910.0,Левин Артемий Степанович,05-08-1987,Куликова Дарья Георгиевна,26-04-1999,07-07-2022,260
267,3345.0,Королев Владимир Даниилович,24-04-1995,Баранова Дарья Владимировна,11-06-1983,07-11-2018,261
268,9992.0,Федоров Вячеслав Юрьевич,30-03-1982,Кузина Полина Ильинична,18-05-1989,04-12-2021,261
269,3252.0,Воронин Савелий Иванович,23-03-1998,Вавилова Маргарита Никитична,23-01-1998,13-11-2023,262
270,4857.0,Егоров Максим Даниилович,02-02-1987,Головина Анисия Михайловна,07-09-1995,25-05-2019,262
271,2810.0,Попов Степан Кириллович,11-05-1983,Лебедева Мария Егоровна,15-09-1982,06-11-2020,262
272,8583.0,Титов Артур Артёмович,24-09-1983,Борисова София Фёдоровна,04-01-1987,23-01-2023,263
273,7140.0,Кузнецов Михаил Демидович,26-11-1992,Михеева Аделина Елисеевна,03-04-1994,20-05-2018,264
274,3337.0,Воробьев Савва Павлович,03-03-1995,Смирнова Дарья Леонидовна,27-05-1996,18-11-2020,267
275,3806.0,Винокуров Кирилл Алиевич,02-01-1982,Архипова Варвара Макаровна,22-05-1999,19-02-2023,268
276,5810.0,Васильев Давид Тимофеевич,08-11-1990,Морозова Дарина Артёмовна,16-08-1999,08-12-2022,271
277,8051.0,Горбачев Александр Тихонович,18-03-1997,Смирнова Стефания Всеволодовна,13-09-1982,30-03-2019,272
278,2256.0,Князев Марк Вадимович,04-02-1990,Климова Александра Артемьевна,26-06-1996,02-11-2023,274
279,6931.0,Михайлов Артём Андреевич,23-03-1989,Петровская Амира Тимофеевна,23-09-1999,25-10-2020,274
280,4454.0,Воробьев Савва Павлович,30-11-1997,Лукина Арина Кирилловна,20-04-1998,30-07-2021,275
281,6620.0,Молчанов Иван Максимович,07-09-1981,Баранова Дарья Владимировна,24-12-1986,10-10-2023,275
282,2600.0,Казаков Марк Михайлович,16-06-1983,Михайлова София Алексеевна,26-06-1994,06-11-2019,276
283,3871.0,Белов Евгений Артёмович,03-04-1997,Суворова Стефания Артёмовна,20-04-1990,20-09-2021,277
284,7771.0,Винокуров Кирилл Алиевич,20-10-1994,Морозова Ева Данииловна,22-08-1981,16-07-2021,277
285,9130.0,Корнилов Олег Вадимович,18-11-1982,Мартынова Полина Ивановна,12-10-1998,10-12-2018,277
286,7474.0,Сорокин Артём Даниилович,17-01-1990,Дементьева Екатерина Никитична,11-07-1994,06-09-2023,277
287,9866.0,Винокуров Кирилл Алиевич,08-08-1983,Ершова София Максимовна,18-04-1995,04-05-2020,279
288,1109.0,Смирнов Дамир Даниилович,29-10-1992,Иванова Алиса Тихоновна,05-11-1983,03-07-2018,279
289,3023.0,Кузнецов Михаил Демидович,25-05-1986,Кузина Полина Ильинична,10-03-1996,27-03-2023,280
290,1102.0,Смирнов Степан Константинович,25-06-1996,Ильина Вероника Олеговна,30-05-1983,06-05-2021,280
291,5820.0,Беляков Матвей Егорович,22-10-1989,Седова София Игоревна,14-09-1983,02-07-2021,281
292,1244.0,Винокуров Кирилл Алиевич,11-11-1995,Вавилова Маргарита Никитична,30-11-1997,26-03-2022,282
293,6695.0,Власов Денис Степанович,24-12-1998,Архипова Варвара Макаровна,09-02-1980,01-05-2022,282
294,4991.0,Горбачев Александр Тихонович,09-01-1981,Крылова Елизавета Владиславовна,26-07-1988,26-01-2023,283
295,5711.0,Левин Артемий Степанович,08-03-1987,Медведева София Ильинична,14-04-1992,28-04-2023,284
296,9921.0,Новиков Виктор Маркович,23-10-1985,Зайцева Ксения Артемьевна,27-06-1981,22-03-2018,286
297,6585.0,Яковлев Даниил Георгиевич,28-05-1996,Мартынова Полина Ивановна,30-12-1994,05-07-2019,286
298,1328.0,Сергеев Марк Алиевич,28-06-1981,Баранова Дарья Владимировна,22-11-1992,25-02-2019,288
299,2273.0,Федоров Вячеслав Юрьевич,08-04-1999,Маркова Мария Леоновна,25-04-1992,22-03-2021,289
300,296.0,Аникин Фёдор Степанович,27-06-1992,Медведева София Ильинична,28-05-1982,02-06-2023,290
301,9858.0,Макаров Давид Артурович,19-04-1993,Васильева Полина Михайловна,05-05-1986,19-11-2021,290
302,5124.0,Миронов Фёдор Григорьевич,16-08-1985,Назарова Алина Михайловна,16-01-1998,07-10-2023,291
303,5922.0,Смирнов Степан Константинович,13-09-1992,Колесникова Злата Никитична,05-08-1989,17-02-2019,293
304,7488.0,Медведев Александр Платонович,12-03-1999,Архипова Варвара Макаровна,14-07-1997,07-08-2021,294
305,7288.0,Королев Владимир Даниилович,16-09-1996,Борисова София Фёдоровна,22-08-1989,26-08-2022,295
306,5984.0,Колесов Адам Петрович,26-10-1989,Львова Дарина Марковна,23-02-1986,18-12-2023,299
307,5870.0,Крючков Алексей Васильевич,29-09-1989,Петухова Алиса Алексеевна,14-09-1995,06-10-2020,299
308,7526.0,Васильев Павел Артёмович,06-12-1991,Кудряшова Полина Алиевна,15-04-1998,20-09-2019,300
309,9949.0,Осипов Максим Максимович,29-02-1984,Дементьева Екатерина Лукинична,22-09-1988,06-11-2021,300
