,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
257,Королев Владимир Даниилович,17-08-1995,Бабушкина Амина Давидовна,03-07-1984,26-10-2022,582
258,Константинов Артемий Викторович,09-11-1994,Куликова Мелания Платоновна,11-08-1981,20-05-2022,3925
259,Савельев Роман Михайлович,27-07-1982,Баранова Дарья Владимировна,12-03-1981,18-04-2021,740
260,Верещагин Даниил Демидович,03-01-1995,Степанова Екатерина Владимировна,21-10-1984,28-05-2021,2773
261,Горшков Егор Артёмович,27-06-1982,Смирнова Стефания Всеволодовна,15-12-1990,06-02-2023,4903
262,Горшков Егор Артёмович,14-09-1983,Лебедева Мария Егоровна,01-05-1983,02-08-2021,70
263,Царев Мартин Андреевич,15-09-1991,Казакова Арина Александровна,14-11-1981,01-03-2023,2599
264,Царев Мартин Андреевич,11-10-1987,Васильева Полина Михайловна,19-08-1989,05-04-2023,2401
265,Суворов Матвей Богданович,02-11-1980,Зайцева Вероника Саввична,11-01-1991,11-05-2022,4212
266,Симонов Савва Дмитриевич,29-12-1986,Лукина Арина Кирилловна,17-11-1980,09-02-2023,3150
267,Попов Степан Кириллович,25-11-1994,Петровская Ева Егоровна,12-05-1980,05-07-2018,562
268,Пантелеев Максим Алексеевич,23-04-1990,Васильева Анна Сергеевна,02-01-1991,15-01-2020,3507
269,Фомин Лев Александрович,09-02-1996,Нечаева Алёна Александровна,06-05-1990,17-05-2021,1925
270,Казанцев Марк Назарович,13-06-1991,Ильина Вероника Олеговна,24-04-1995,17-09-2020,1987
271,Воронин Савелий Иванович,18-09-1993,Григорьева Алиса Марковна,02-03-1994,23-01-2022,4685
272,Макаров Давид Артурович,06-05-1996,Лобанова Полина Андреевна,22-12-1989,05-09-2018,1158
273,Соловьев Илья Денисович,06-07-1996,Лукина Арина Кирилловна,12-04-1985,15-01-2020,1173
274,Крючков Алексей Васильевич,23-02-1996,Петухова Алиса Алексеевна,16-11-1989,09-03-2020,2560
275,Пименов Демид Валерьевич,05-02-1989,Куликова Мелания Платоновна,13-02-1985,04-10-2022,3664
276,Ефремов Дмитрий Всеволодович,22-01-1983,Степанова Екатерина Владимировна,24-05-1989,30-03-2018,2033
277,Колесов Адам Петрович,13-02-1991,Павлова Александра Ярославовна,08-04-1982,21-07-2020,4462
278,Винокуров Степан Николаевич,08-05-1989,Куликова Дарья Георгиевна,11-03-1983,29-10-2019,53
279,Ефремов Дмитрий Всеволодович,28-04-1993,Назарова Вероника Платоновна,18-07-1994,10-10-2022,3381
280,Осипов Максим Максимович,12-11-1987,Иванова Анна Григорьевна,05-04-1997,14-06-2022,2278
281,Сорокин Артём Даниилович,30-11-1991,Лукина Арина Кирилловна,08-10-1996,10-09-2021,1983
282,Дегтярев Илья Тимофеевич,01-06-1980,Попова Вера Ивановна,08-04-1981,26-04-2020,4120
283,Марков Максим Александрович,24-02-1983,Седова София Игоревна,19-03-1980,02-08-2021,1956
284,Винокуров Кирилл Алиевич,16-08-1993,Григорьева Ксения Данииловна,15-06-1982,28-03-2021,3791
285,Попов Степан Кириллович,12-09-1980,Лаврентьева Таисия Артёмовна,20-12-1992,23-01-2021,3064
286,Лебедев Тимур Максимович,25-11-1986,Попова Вера Ивановна,04-03-1995,01-03-2019,544
287,Шестаков Константин Степанович,25-09-1998,Зайцева Ксения Артемьевна,19-05-1991,20-01-2023,3338
288,Родионов Михаил Дмитриевич,17-01-1993,Куликова Мелания Платоновна,06-03-1992,15-11-2023,2772
289,Сорокин Артём Даниилович,25-09-1985,Петровская Амира Тимофеевна,21-07-1992,20-12-2023,3922
290,Казаков Марк Михайлович,22-02-1984,Павлова Александра Ярославовна,21-12-1983,28-11-2018,2608
291,Макаров Тимур Артёмович,23-04-1997,Зайцева Ксения Артемьевна,13-09-1983,25-10-2022,1665
292,Смирнов Дмитрий Григорьевич,23-06-1989,Ершова София Максимовна,12-09-1993,14-01-2021,4799
293,Власов Денис Степанович,18-02-1986,Маркова Мария Леоновна,08-08-1996,19-04-2019,92
294,Давыдов Иван Матвеевич,22-09-1992,Попова Вера Ивановна,23-07-1993,13-01-2019,1596
295,Данилов Владимир Егорович,28-05-1989,Павлова Агата Савельевна,08-04-1994,23-08-2020,1728
296,Новиков Андрей Денисович,16-10-1994,Борисова Вероника Савельевна,14-05-1992,16-06-2018,629
297,Горшков Егор Артёмович,28-12-1997,Васильева Полина Михайловна,04-04-1983,19-08-2022,4961
298,Колесов Адам Петрович,23-09-1980,Куликова Дарья Георгиевна,09-02-1992,08-11-2023,445
299,Ширяев Кирилл Ильич,20-05-1993,Макарова София Тимофеевна,19-11-1999,14-06-2019,4951
300,Колесов Адам Петрович,21-09-1980,Ершова София Максимовна,28-06-1980,07-01-2022,4637
301,Иванов Иван Макарович,17-02-1984,Кочеткова Полина Робертовна,14-09-1991,23-02-2018,3510
302,Колесов Адам Петрович,06-05-1993,Дроздова Марина Михайловна,06-03-1987,19-01-2019,3511
303,Воробьев Савва Павлович,08-08-1984,Макарова София Тимофеевна,13-08-1994,27-01-2022,2368
304,Винокуров Степан Николаевич,29-04-1981,Иванова Анна Григорьевна,28-09-1998,27-03-2018,3629
305,Верещагин Даниил Демидович,19-08-1995,Куликова Дарья Георгиевна,08-09-1986,07-11-2022,3835
306,Давыдов Иван Матвеевич,03-08-1981,Розанова Виктория Кирилловна,21-06-1994,18-01-2020,657
307,Фомин Лев Александрович,09-03-1984,Седова София Игоревна,13-02-1991,13-01-2023,4325
308,Власов Андрей Семёнович,15-11-1996,Латышева Злата Михайловна,31-05-1988,16-04-2019,582
309,Иванов Владимир Владиславович,28-04-1993,Баранова Дарья Владимировна,03-04-1988,12-06-2023,851
310,Давыдов Иван Матвеевич,04-01-1981,Трофимова Ангелина Матвеевна,03-07-1999,12-07-2023,1847
311,Иванов Даниил Сергеевич,10-07-1998,Николаева Алиса Григорьевна,03-10-1982,27-11-2018,547
312,Казаков Марк Михайлович,15-04-1999,Лаврентьева Таисия Артёмовна,05-12-1993,26-04-2018,1722
313,Крючков Алексей Васильевич,06-08-1989,Емельянова Арина Артёмовна,26-07-1982,17-08-2023,3233
314,Казанцев Марк Назарович,09-07-1987,Колесникова Злата Никитична,23-04-1985,17-07-2020,3037
315,Петров Матвей Юрьевич,17-02-1994,Князева Валерия Ивановна,08-09-1999,09-08-2019,4115
316,Филатов Лука Андреевич,18-12-1985,Зайцева Виктория Никитична,01-07-1985,02-12-2021,3564
317,Сорокин Артём Даниилович,16-12-1989,Медведева София Ильинична,08-08-1995,20-12-2020,686
318,Волков Герман Степанович,08-02-1989,Ершова София Максимовна,09-06-1995,23-08-2019,89
319,Михайлов Артём Андреевич,16-04-1994,Петухова Алиса Алексеевна,13-07-1983,15-07-2021,3024
320,Соловьев Илья Денисович,18-04-1992,Мартынова Полина Ивановна,22-02-1991,23-05-2018,3726
321,Елисеев Денис Никитич,09-12-1995,Петрова Аделина Данииловна,27-11-1994,10-02-2021,4017
322,Жуков Андрей Петрович,11-02-1993,Петровская Ева Егоровна,14-10-1986,02-01-2022,1936
