,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
258,Дегтярев Илья Тимофеевич,17-01-1998,Алексеева Ульяна Тимофеевна,29-04-1986,21-12-2022,1912
259,Пантелеев Максим Алексеевич,16-08-1999,Назарова Алина Михайловна,14-03-1994,02-07-2018,1339
260,Васильев Егор Тимофеевич,12-09-1980,Назарова Вероника Платоновна,03-08-1982,04-06-2018,1838
261,Герасимов Давид Петрович,03-07-1985,Мартынова Полина Ивановна,29-08-1989,13-03-2022,841
262,Овчинников Владимир Алексеевич,25-05-1986,Смирнова Дарья Леонидовна,18-03-1997,01-12-2020,1247
263,Гусев Станислав Викторович,11-02-1988,Маркова Мария Леоновна,15-09-1980,23-05-2020,870
264,Сергеев Андрей Иванович,03-02-1981,Климова Александра Артемьевна,22-01-1988,13-09-2021,1011
265,Константинов Артемий Викторович,12-01-1982,Медведева София Ильинична,27-07-1991,11-10-2018,282
266,Поликарпов Даниил Петрович,13-11-1981,Козлова Ясмина Михайловна,11-06-1981,18-08-2022,635
267,Ширяев Кирилл Ильич,21-05-1996,Иванова Алиса Тихоновна,29-01-1989,24-05-2019,356
268,Егоров Максим Даниилович,22-12-1995,Кузьмина Айлин Степановна,09-01-1997,16-03-2023,101
269,Дмитриев Тимофей Михайлович,24-02-1999,Пирогова Агата Ивановна,31-01-1981,23-03-2019,868
270,Ефремов Дмитрий Всеволодович,09-10-1990,Вишневская Алисия Андреевна,20-09-1987,28-09-2023,1572
271,Ширяев Кирилл Ильич,17-11-1999,Кочеткова Полина Робертовна,23-07-1997,21-05-2019,1687
272,Степанов Андрей Григорьевич,12-06-1998,Вавилова Маргарита Никитична,10-05-1981,13-12-2021,27
273,Сорокин Артём Даниилович,30-06-1984,Куликова Дарья Георгиевна,07-10-1984,03-05-2022,1526
274,Поликарпов Даниил Петрович,27-12-1994,Самсонова Виктория Степановна,16-03-1986,20-11-2021,556
275,Дубинин Мирон Егорович,15-04-1998,Макарова София Тимофеевна,18-03-1994,20-05-2023,1206
276,Смирнов Дамир Даниилович,22-02-1986,Самойлова Дарина Кирилловна,21-08-1995,14-01-2023,1504
277,Романов Вячеслав Савельевич,23-12-1997,Иванова Дарья Сергеевна,26-03-1993,21-10-2021,399
278,Ефремов Дмитрий Всеволодович,24-12-1980,Головина Анисия Михайловна,09-08-1984,29-12-2021,1528
279,Хромов Кирилл Александрович,31-12-1988,Вавилова Маргарита Никитична,03-08-1996,15-10-2018,855
280,Макаров Тимур Артёмович,19-12-1992,Смирнова Варвара Борисовна,12-02-1994,06-10-2020,1839
281,Ильин Матвей Максимович,07-05-1983,Кошелева Эмилия Максимовна,01-04-1999,01-06-2018,1392
282,Романов Вячеслав Савельевич,06-09-1996,Колосова Виктория Дмитриевна,23-06-1990,25-05-2018,1447
283,Царев Мартин Андреевич,15-09-1984,Бабушкина Амина Давидовна,20-04-1983,10-09-2021,1693
284,Корчагин Даниил Борисович,20-08-1995,Кудряшова Полина Алиевна,02-02-1998,04-04-2020,760
285,Осипов Максим Максимович,21-01-1985,Головина Анисия Михайловна,08-01-1987,07-04-2021,1175
286,Петров Матвей Юрьевич,28-05-1985,Латышева Злата Михайловна,09-09-1998,19-09-2021,920
287,Круглов Роман Максимович,20-06-1981,Пирогова Агата Ивановна,18-04-1985,23-06-2021,1463
288,Ширяев Кирилл Ильич,23-03-1998,Бабушкина Амина Давидовна,18-04-1983,12-04-2023,1122
289,Винокуров Кирилл Алиевич,28-07-1997,Князева Валерия Ивановна,06-04-1984,15-10-2018,1022
290,Кононов Виктор Максимович,14-11-1980,Кузьмина Айлин Степановна,26-05-1986,30-08-2021,598
291,Круглов Роман Максимович,20-09-1990,Тихомирова Ксения Львовна,15-09-1981,09-08-2023,283
292,Муратов Вячеслав Дмитриевич,05-01-1983,Дементьева Екатерина Лукинична,24-10-1996,30-12-2019,1564
293,Пименов Демид Валерьевич,22-09-1999,Кононова Алина Георгиевна,03-02-1984,28-10-2021,1489
294,Иванов Даниил Сергеевич,02-02-1996,Козлова Ясмина Михайловна,26-09-1988,20-04-2023,715
295,Власов Андрей Семёнович,28-06-1997,Кудряшова Полина Алиевна,13-02-1986,09-01-2022,287
296,Макаров Давид Артурович,12-08-1996,Николаева Алиса Григорьевна,09-08-1982,16-05-2018,896
297,Винокуров Кирилл Алиевич,25-03-1993,Лобанова Полина Андреевна,02-06-1993,11-07-2021,662
298,Кононов Виктор Максимович,20-05-1994,Самойлова Дарина Кирилловна,01-09-1990,15-12-2021,601
299,Константинов Артемий Викторович,20-05-1988,Хромова Варвара Леоновна,24-06-1983,30-08-2023,522
300,Гусев Богдан Александрович,18-05-1994,Морозова Ева Данииловна,07-06-1991,14-08-2021,62
301,Медведев Артём Ярославович,09-01-1989,Антипова София Игоревна,28-06-1984,24-05-2018,1105
302,Васильев Давид Тимофеевич,07-09-1990,Архипова Варвара Макаровна,19-08-1997,27-09-2023,510
303,Левин Артемий Степанович,04-09-1989,Куликова Дарья Георгиевна,05-12-1997,19-05-2019,1067
304,Савельев Роман Михайлович,12-10-1988,Богомолова Лидия Вячеславовна,24-10-1995,26-09-2023,1878
305,Макаров Давид Артурович,20-09-1993,Дементьева Екатерина Никитична,01-12-1990,20-10-2021,342
306,Смирнов Матвей Максимович,22-05-1987,Морозова Дарина Артёмовна,07-08-1995,23-09-2020,1
307,Попов Степан Кириллович,28-11-1984,Суворова Стефания Артёмовна,14-05-1987,28-11-2022,211
308,Белоусов Фёдор Даниилович,25-08-1999,Борисова Вероника Савельевна,02-12-1987,01-05-2018,324
309,Федоров Вячеслав Юрьевич,06-10-1983,Кошелева Эмилия Максимовна,02-07-1989,24-11-2023,626
310,Буров Дмитрий Лукич ,14-11-1981,Петрова Юлия Никитична,27-09-1995,24-12-2021,1714
311,Герасимов Давид Петрович,25-07-1997,Куликова Мелания Платоновна,24-03-1999,21-09-2018,701
312,Елисеев Денис Никитич,22-11-1996,Колесникова Злата Никитична,09-11-1989,12-05-2020,1781
313,Степанов Андрей Григорьевич,06-09-1994,Зайцева Вероника Саввична,20-02-1986,01-04-2019,1930
314,Белов Евгений Артёмович,24-07-1991,Колесникова Злата Никитична,31-03-1983,23-08-2020,1218
315,Яковлев Даниил Георгиевич,15-11-1999,Лаврентьева Таисия Артёмовна,12-05-1982,23-10-2022,712
316,Жуков Андрей Петрович,03-07-1990,Иванова Алиса Тихоновна,25-06-1981,19-08-2021,409
317,Филатов Лука Андреевич,26-05-1984,Зайцева Ксения Артемьевна,12-05-1990,03-05-2020,838
318,Кочетков Андрей Леонидович,16-02-1988,Назарова Ульяна Арсеновна,18-01-1988,16-04-2020,1240
319,Молчанов Иван Максимович,27-05-1991,Семенова Анна Кирилловна,04-05-1997,28-11-2020,702
320,Молчанов Иван Максимович,30-03-1994,Розанова Виктория Кирилловна,23-02-1992,21-05-2020,163
