,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
257,Белов Евгений Артёмович,05-07-1997,Хромова Варвара Леоновна,15-11-1985,30-01-2023,8993
258,Попов Степан Кириллович,18-10-1988,Рябова Елизавета Владимировна,01-06-1986,29-01-2019,9429
259,Королев Владимир Даниилович,23-06-1984,Лобанова Полина Андреевна,23-05-1997,03-01-2022,5168
260,Осипов Дмитрий Платонович,29-10-1990,Семенова Анна Кирилловна,26-07-1988,27-09-2019,8016
261,Кононов Виктор Максимович,12-02-1993,Вишневская Алисия Андреевна,01-05-1989,12-02-2018,2571
262,Смирнов Дмитрий Григорьевич,25-08-1993,Колосова Виктория Дмитриевна,13-06-1998,18-02-2019,9564
263,Белоусов Фёдор Даниилович,16-01-1987,Баранова Дарья Владимировна,09-12-1998,01-01-2018,2019
264,Ильин Матвей Максимович,22-12-1982,Назарова Алина Михайловна,01-02-1982,05-04-2023,3387
265,Суворов Матвей Богданович,13-09-1991,Козлова Мария Алексеевна,02-02-1991,07-10-2018,668
266,Ширяев Кирилл Ильич,19-12-1984,Морозова Дарина Артёмовна,19-04-1989,12-06-2019,2443
267,Молчанов Иван Максимович,25-09-1987,Козлова Мария Алексеевна,01-10-1986,11-02-2022,3232
268,Макаров Давид Артурович,26-03-1989,Пахомова Майя Никитична,28-03-1987,28-05-2022,544
269,Ильин Матвей Максимович,22-10-1987,Колосова Виктория Дмитриевна,30-05-1987,06-06-2018,1107
270,Макаров Тимур Артёмович,19-10-1985,Кузьмина Айлин Степановна,14-04-1983,13-11-2023,5701
271,Белов Евгений Артёмович,25-10-1982,Петрова Аделина Данииловна,10-05-1989,13-03-2021,8330
272,Кузнецов Михаил Демидович,19-02-1991,Смирнова Ясмина Ивановна,27-02-1996,15-12-2021,1338
273,Винокуров Кирилл Алиевич,21-05-1986,Андреева Варвара Арсентьевна,02-04-1999,24-11-2018,9598
274,Смирнов Матвей Максимович,13-01-1989,Смирнова Дарья Леонидовна,12-01-1987,15-11-2021,7602
275,Князев Марк Вадимович,10-08-1998,Трофимова Ангелина Матвеевна,25-03-1994,27-04-2021,9529
276,Лебедев Тимур Максимович,03-01-1992,Маркова Мария Леоновна,16-11-1993,16-01-2020,8802
277,Сергеев Марк Алиевич,08-08-1996,Самойлова Дарина Кирилловна,13-05-1984,08-11-2020,4687
278,Хромов Кирилл Александрович,19-05-1996,Макарова София Тимофеевна,23-03-1982,07-04-2019,8890
279,Симонов Савва Дмитриевич,16-07-1995,Дементьева Екатерина Лукинична,19-11-1994,25-02-2021,7987
280,Иванов Михаил Сергеевич,31-07-1996,Иванова Алиса Тихоновна,12-12-1997,01-03-2019,316
281,Осипов Максим Максимович,06-08-1999,Толкачева Софья Ивановна,28-01-1993,19-03-2019,9510
282,Волков Герман Степанович,05-04-1987,Михеева Аделина Елисеевна,07-10-1980,30-10-2020,7523
283,Петров Матвей Юрьевич,04-06-1984,Михайлова София Алексеевна,25-12-1982,26-04-2023,9923
284,Федоров Вячеслав Юрьевич,31-12-1999,Кузнецова Ксения Вячеславовна,09-07-1995,09-03-2018,4683
285,Калачев Всеволод Леонидович,20-01-1984,Алексеева Ульяна Тимофеевна,09-06-1986,20-07-2023,8275
286,Смирнов Лев Михайлович,27-10-1999,Медведева София Ильинична,20-02-1988,08-05-2018,3094
287,Смирнов Лев Михайлович,21-04-1984,Семенова Анна Кирилловна,16-12-1985,14-03-2019,7194
288,Соловьев Илья Денисович,15-09-1983,Петровская Амира Тимофеевна,08-09-1990,05-04-2022,2282
289,Новиков Виктор Маркович,30-08-1987,Андреева Варвара Арсентьевна,02-11-1994,24-02-2019,7603
290,Ширяев Кирилл Ильич,10-03-1996,Попова Вера Ивановна,09-08-1985,03-11-2021,8128
291,Елисеев Денис Никитич,10-04-1993,Семенова Анна Кирилловна,23-10-1996,09-11-2020,4469
292,Горшков Егор Артёмович,04-01-1991,Латышева Злата Михайловна,27-12-1991,26-08-2018,8465
293,Сергеев Марк Алиевич,10-02-1995,Павловская Вероника Владимировна,25-11-1991,29-04-2023,345
294,Иванов Владимир Владиславович,21-01-1985,Тихомирова Ксения Львовна,10-06-1993,09-01-2022,4842
295,Герасимов Давид Петрович,02-04-1985,Лукина Арина Кирилловна,08-01-1992,31-05-2021,4252
296,Аникин Фёдор Степанович,27-06-1992,Медведева София Ильинична,28-05-1982,02-06-2023,290
297,Пименов Демид Валерьевич,01-04-1984,Лукина Арина Кирилловна,21-10-1997,10-03-2022,7295
298,Королев Владимир Даниилович,18-06-1980,Морозова Дарина Артёмовна,24-12-1986,21-12-2020,7394
299,Кочетков Андрей Леонидович,10-04-1980,Морозова Ева Данииловна,01-10-1997,25-05-2019,8831
300,Васильев Давид Тимофеевич,20-03-1981,Степанова Екатерина Владимировна,04-07-1993,14-02-2021,1260
301,Пименов Демид Валерьевич,11-04-1997,Кузина Полина Ильинична,27-07-1989,11-09-2018,2688
302,Власов Андрей Семёнович,18-04-1984,Смирнова Стефания Всеволодовна,25-11-1995,14-02-2022,9541
303,Марков Максим Александрович,09-10-1981,Петровская Ева Егоровна,10-05-1990,04-03-2021,9791
304,Царев Мартин Андреевич,13-08-1984,Алексеева Арина Матвеевна,31-03-1991,03-08-2022,2165
305,Левин Артемий Степанович,14-06-1995,Архипова Варвара Макаровна,27-04-1986,14-12-2023,3278
306,Фетисов Кирилл Артемьевич,04-11-1993,Макарова София Тимофеевна,14-04-1997,16-07-2022,2918
307,Дмитриев Тимофей Михайлович,21-07-1987,Попова Вера Ивановна,29-04-1992,23-07-2021,2362
308,Макаров Тимур Артёмович,27-10-1989,Зайцева Ксения Артемьевна,29-05-1985,20-06-2021,7500
309,Беляков Матвей Егорович,10-04-1995,Львова Дарина Марковна,23-11-1999,19-06-2020,3519
310,Иванов Даниил Сергеевич,13-07-1992,Кузина Полина Ильинична,08-07-1982,03-10-2020,6816
311,Макаров Давид Артурович,28-05-1987,Васильева Полина Михайловна,26-06-1984,12-10-2023,859
312,Суворов Матвей Богданович,04-03-1981,Васильева Анна Сергеевна,05-03-1995,16-10-2021,9692
313,Марков Максим Александрович,09-04-1997,Самсонова Виктория Степановна,04-09-1994,15-11-2019,6163
314,Филатов Лука Андреевич,22-02-1996,Кузьмина Айлин Степановна,16-06-1989,15-07-2020,1758
315,Филатов Лука Андреевич,04-08-1994,Морозова Ева Данииловна,18-04-1982,21-11-2020,9157
316,Муратов Вячеслав Дмитриевич,14-03-1994,Нечаева Алёна Александровна,13-01-1994,27-12-2018,4601
317,Ширяев Кирилл Ильич,21-07-1997,Борисова Вероника Савельевна,09-05-1987,18-04-2020,6318
318,Крючков Алексей Васильевич,09-01-1994,Казакова Арина Александровна,14-02-1994,03-02-2019,1151
319,Пантелеев Максим Алексеевич,29-09-1987,Ершова София Максимовна,15-08-1983,09-11-2019,6665
320,Смирнов Матвей Максимович,25-03-1981,Савельева София Мироновна,18-09-1988,13-12-2021,9501
321,Лебедев Тимур Максимович,07-08-1990,Розанова Виктория Кирилловна,09-11-1996,18-11-2023,3412
322,Новиков Виктор Маркович,29-01-1982,Хромова Варвара Леоновна,16-01-1999,21-08-2022,4833
